Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.60.1-192.168.60.3-55397-80-6,192.168.60.1,55397,192.168.60.3,80,6,6/7/2019 21:38,8999903,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333336926,4499951.5,2121113.161,5999805,3000098,5999805,5999805,0,5999805,5999805,0,0,0,0,0,0,0,0,0,64,32,0.222224617,0.111112309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000098,0,3000098,3000098,5999805,0,5999805,5999805,DDoS
192.168.60.1-192.168.60.3-59488-80-6,192.168.60.1,59488,192.168.60.3,80,6,6/7/2019 21:39,9000525,2,1,0,0,0,0,0,0,0,0,0,0,0,0.33331389,4500262.5,2122209.177,6000891,2999634,6000891,6000891,0,6000891,6000891,0,0,0,0,0,0,0,0,0,64,32,0.22220926,0.11110463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999634,0,2999634,2999634,6000891,0,6000891,6000891,DDoS
192.168.60.1-192.168.60.3-59327-80-6,192.168.60.1,59327,192.168.60.3,80,6,6/7/2019 21:39,9001771,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333267754,4500885.5,2122029.572,6001387,3000384,6001387,6001387,0,6001387,6001387,0,0,0,0,0,0,0,0,0,64,32,0.222178502,0.111089251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000384,0,3000384,3000384,6001387,0,6001387,6001387,DDoS
192.168.60.1-192.168.60.3-59819-80-6,192.168.60.1,59819,192.168.60.3,80,6,6/7/2019 21:39,9095767,2,1,0,0,0,0,0,0,0,0,0,0,0,0.329823752,4547883.5,2055681.742,6001470,3094297,6001470,6001470,0,6001470,6001470,0,0,0,0,0,0,0,0,0,64,32,0.219882501,0.109941251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3094297,0,3094297,3094297,6001470,0,6001470,6001470,DDoS
192.168.60.1-192.168.60.3-55728-80-6,192.168.60.1,55728,192.168.60.3,80,6,6/7/2019 21:38,8999786,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333341259,4499893,2122337.163,6000612,2999174,6000612,6000612,0,6000612,6000612,0,0,0,0,0,0,0,0,0,64,32,0.222227506,0.111113753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999174,0,2999174,2999174,6000612,0,6000612,6000612,DDoS
192.168.60.1-192.168.60.3-56110-80-6,192.168.60.1,56110,192.168.60.3,80,6,6/7/2019 21:38,9000681,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333308113,4500340.5,2121806.126,6000684,2999997,6000684,6000684,0,6000684,6000684,0,0,0,0,0,0,0,0,0,64,32,0.222205409,0.111102704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999997,0,2999997,2999997,6000684,0,6000684,6000684,DDoS
192.168.60.1-192.168.60.3-57127-80-6,192.168.60.1,57127,192.168.60.3,80,6,6/7/2019 21:38,9001882,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333263644,4500941,2121598.944,6001138,3000744,6001138,6001138,0,6001138,6001138,0,0,0,0,0,0,0,0,0,64,32,0.222175763,0.111087881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000744,0,3000744,3000744,6001138,0,6001138,6001138,DDoS
192.168.60.1-192.168.60.3-59018-80-6,192.168.60.1,59018,192.168.60.3,80,6,6/7/2019 21:39,8999711,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333344037,4499855.5,2121354.992,5999880,2999831,5999880,5999880,0,5999880,5999880,0,0,0,0,0,0,0,0,0,64,32,0.222229358,0.111114679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999831,0,2999831,2999831,5999880,0,5999880,5999880,DDoS
192.168.60.1-192.168.60.3-55419-80-6,192.168.60.1,55419,192.168.60.3,80,6,6/7/2019 21:38,8999680,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333345186,4499840,2122229.683,6000483,2999197,6000483,6000483,0,6000483,6000483,0,0,0,0,0,0,0,0,0,64,32,0.222230124,0.111115062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999197,0,2999197,2999197,6000483,0,6000483,6000483,DDoS
192.168.60.1-192.168.60.3-55990-80-6,192.168.60.1,55990,192.168.60.3,80,6,6/7/2019 21:38,8999843,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333339148,4499921.5,2120923.657,5999641,3000202,5999641,5999641,0,5999641,5999641,0,0,0,0,0,0,0,0,0,64,32,0.222226099,0.111113049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000202,0,3000202,3000202,5999641,0,5999641,5999641,DDoS
192.168.60.1-192.168.60.3-57288-80-6,192.168.60.1,57288,192.168.60.3,80,6,6/7/2019 21:38,8999206,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333362743,4499603,2122132.102,6000177,2999029,6000177,6000177,0,6000177,6000177,0,0,0,0,0,0,0,0,0,64,32,0.222241829,0.111120914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999029,0,2999029,2999029,6000177,0,6000177,6000177,DDoS
192.168.60.1-192.168.60.3-58001-80-6,192.168.60.1,58001,192.168.60.3,80,6,6/7/2019 21:38,9257450,3,4,0,0,0,0,0,0,0,0,0,0,0,0.756147751,1542908.333,2543131.521,6002387,12,9256999,4628499.5,1942987.306,6002399,3254600,9257438,3085812.667,3004545.912,6002400,425,0,0,0,0,84,128,0.324063322,0.432084429,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,-1,5840,0,0,3255051,0,3255051,3255051,6002387,0,6002387,6002387,DDoS
192.168.60.1-192.168.60.3-56296-80-6,192.168.60.1,56296,192.168.60.3,80,6,6/7/2019 21:38,8999995,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333333519,4499997.5,2122011.187,6000486,2999509,6000486,6000486,0,6000486,6000486,0,0,0,0,0,0,0,0,0,64,32,0.222222346,0.111111173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999509,0,2999509,2999509,6000486,0,6000486,6000486,DDoS
192.168.60.1-192.168.60.3-60350-80-6,192.168.60.1,60350,192.168.60.3,80,6,6/7/2019 21:39,9001007,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333296041,4500503.5,2120943.456,6000237,3000770,6000237,6000237,0,6000237,6000237,0,0,0,0,0,0,0,0,0,64,32,0.222197361,0.11109868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000770,0,3000770,3000770,6000237,0,6000237,6000237,DDoS
192.168.60.1-192.168.60.3-58026-80-6,192.168.60.1,58026,192.168.60.3,80,6,6/7/2019 21:38,10389507,3,4,0,0,0,0,0,0,0,0,0,0,0,0.673756705,1731584.5,2730553.854,6001519,11,1.04E+07,5194609.5,1141157.915,6001530,4387689,1.04E+07,3463165.333,3105644.352,6001532,230,0,0,0,0,84,128,0.288752873,0.385003831,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,-1,5840,0,0,4387977,0,4387977,4387977,6001519,0,6001519,6001519,DDoS
192.168.60.1-192.168.60.3-54829-80-6,192.168.60.1,54829,192.168.60.3,80,6,6/7/2019 21:38,21892295,4,5,0,0,0,0,0,0,0,0,0,0,0,0.411103541,2736536.875,4396373.438,1.20E+07,13,2.19E+07,7297338.333,4210278.928,1.20E+07,3887478,2.19E+07,5473070.5,5012940.189,1.20E+07,219,0,0,0,0,116,160,0.182712685,0.228390856,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,5,0,-1,5840,0,0,1943885.5,2749050.853,3887758,13,9002255.5,4244075.407,1.20E+07,6001241,DDoS
192.168.60.1-192.168.60.3-57881-80-6,192.168.60.1,57881,192.168.60.3,80,6,6/7/2019 21:38,9000712,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333306965,4500356,2121603.186,6000556,3000156,6000556,6000556,0,6000556,6000556,0,0,0,0,0,0,0,0,0,64,32,0.222204643,0.111102322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000156,0,3000156,3000156,6000556,0,6000556,6000556,DDoS
192.168.60.1-192.168.60.3-58187-80-6,192.168.60.1,58187,192.168.60.3,80,6,6/7/2019 21:38,9000953,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333298041,4500476.5,2122938.911,6001621,2999332,6001621,6001621,0,6001621,6001621,0,0,0,0,0,0,0,0,0,64,32,0.222198694,0.111099347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999332,0,2999332,2999332,6001621,0,6001621,6001621,DDoS
192.168.60.1-192.168.60.3-59611-80-6,192.168.60.1,59611,192.168.60.3,80,6,6/7/2019 21:39,9000168,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333327111,4500084,2120644.349,5999606,3000562,5999606,5999606,0,5999606,5999606,0,0,0,0,0,0,0,0,0,64,32,0.222218074,0.111109037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000562,0,3000562,3000562,5999606,0,5999606,5999606,DDoS
192.168.60.1-192.168.60.3-59772-80-6,192.168.60.1,59772,192.168.60.3,80,6,6/7/2019 21:39,9068792,2,1,0,0,0,0,0,0,0,0,0,0,0,0.330804808,4534396,2073386.989,6000502,3068290,6000502,6000502,0,6000502,6000502,0,0,0,0,0,0,0,0,0,64,32,0.220536539,0.110268269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3068290,0,3068290,3068290,6000502,0,6000502,6000502,DDoS
192.168.60.1-192.168.60.3-55681-80-6,192.168.60.1,55681,192.168.60.3,80,6,6/7/2019 21:38,9002130,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333254463,4501065,2120580.71,6000542,3001588,6000542,6000542,0,6000542,6000542,0,0,0,0,0,0,0,0,0,64,32,0.222169642,0.111084821,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3001588,0,3001588,3001588,6000542,0,6000542,6000542,DDoS
192.168.60.1-192.168.60.3-57411-80-6,192.168.60.1,57411,192.168.60.3,80,6,6/7/2019 21:38,9000616,2,1,0,0,0,0,0,0,0,0,0,0,0,0.33331052,4500308,2122074.119,6000841,2999775,6000841,6000841,0,6000841,6000841,0,0,0,0,0,0,0,0,0,64,32,0.222207013,0.111103507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999775,0,2999775,2999775,6000841,0,6000841,6000841,DDoS
192.168.60.1-192.168.60.3-54804-80-6,192.168.60.1,54804,192.168.60.3,80,6,6/7/2019 21:38,9733832,3,4,0,0,0,0,0,0,0,0,0,0,0,0.719141239,1622305.333,2613489.022,6001584,13,9733079,4866539.5,1605213.711,6001597,3731482,9733819,3244606.333,3029936.272,6001597,698,0,0,0,0,84,128,0.308203388,0.410937851,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,-1,5840,0,0,3732235,0,3732235,3732235,6001584,0,6001584,6001584,DDoS
192.168.60.1-192.168.60.3-57436-80-6,192.168.60.1,57436,192.168.60.3,80,6,6/7/2019 21:38,9001480,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333278528,4500740,2120898.908,6000442,3001038,6000442,6000442,0,6000442,6000442,0,0,0,0,0,0,0,0,0,64,32,0.222185685,0.111092843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3001038,0,3001038,3001038,6000442,0,6000442,6000442,DDoS
192.168.60.1-192.168.60.3-57572-80-6,192.168.60.1,57572,192.168.60.3,80,6,6/7/2019 21:38,9002312,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333247726,4501156,2120375.649,6000488,3001824,6000488,6000488,0,6000488,6000488,0,0,0,0,0,0,0,0,0,64,32,0.22216515,0.111082575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3001824,0,3001824,3001824,6000488,0,6000488,6000488,DDoS
192.168.60.1-192.168.60.3-55211-80-6,192.168.60.1,55211,192.168.60.3,80,6,6/7/2019 21:38,8999090,2,1,0,0,0,0,0,0,0,0,0,0,0,0.33336704,4499545,2121201.55,5999461,2999629,5999461,5999461,0,5999461,5999461,0,0,0,0,0,0,0,0,0,64,32,0.222244694,0.111122347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999629,0,2999629,2999629,5999461,0,5999461,5999461,DDoS
192.168.60.1-192.168.60.3-59302-80-6,192.168.60.1,59302,192.168.60.3,80,6,6/7/2019 21:39,8999220,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333362225,4499610,2121449.037,5999701,2999519,5999701,5999701,0,5999701,5999701,0,0,0,0,0,0,0,0,0,64,32,0.222241483,0.111120742,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999519,0,2999519,2999519,5999701,0,5999701,5999701,DDoS
192.168.60.1-192.168.60.3-60041-80-6,192.168.60.1,60041,192.168.60.3,80,6,6/7/2019 21:39,8999502,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333351779,4499751,2121217.106,5999678,2999824,5999678,5999678,0,5999678,5999678,0,0,0,0,0,0,0,0,0,64,32,0.222234519,0.11111726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999824,0,2999824,2999824,5999678,0,5999678,5999678,DDoS
192.168.60.1-192.168.60.3-59797-80-6,192.168.60.1,59797,192.168.60.3,80,6,6/7/2019 21:39,9030976,2,1,0,0,0,0,0,0,0,0,0,0,0,0.332190009,4515488,2100117.04,6000495,3030481,6000495,6000495,0,6000495,6000495,0,0,0,0,0,0,0,0,0,64,32,0.221460006,0.110730003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3030481,0,3030481,3030481,6000495,0,6000495,6000495,DDoS
192.168.60.1-192.168.60.3-58119-80-6,192.168.60.1,58119,192.168.60.3,80,6,6/7/2019 21:38,9003384,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333208047,4501692,2123635.411,6003329,3000055,6003329,6003329,0,6003329,6003329,0,0,0,0,0,0,0,0,0,64,32,0.222138698,0.111069349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000055,0,3000055,3000055,6003329,0,6003329,6003329,DDoS
192.168.60.1-192.168.60.3-54836-80-6,192.168.60.1,54836,192.168.60.3,80,6,6/7/2019 21:38,9477815,3,4,0,0,0,0,0,0,0,0,0,0,0,0.738566853,1579635.833,2574003.506,6001207,11,9477506,4738753,1785395.125,6001218,3476288,9477804,3159268,3013027.008,6001221,244,0,0,0,0,84,128,0.316528651,0.422038202,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,-1,5840,0,0,3476597,0,3476597,3476597,6001207,0,6001207,6001207,DDoS
192.168.60.1-192.168.60.3-57339-80-6,192.168.60.1,57339,192.168.60.3,80,6,6/7/2019 21:38,8999246,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333361262,4499623,2122479.999,6000443,2998803,6000443,6000443,0,6000443,6000443,0,0,0,0,0,0,0,0,0,64,32,0.222240841,0.111120421,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2998803,0,2998803,2998803,6000443,0,6000443,6000443,DDoS
192.168.60.1-192.168.60.3-56289-80-6,192.168.60.1,56289,192.168.60.3,80,6,6/7/2019 21:38,8999463,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333353223,4499731.5,2121162.659,5999620,2999843,5999620,5999620,0,5999620,5999620,0,0,0,0,0,0,0,0,0,64,32,0.222235482,0.111117741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999843,0,2999843,2999843,5999620,0,5999620,5999620,DDoS
192.168.60.1-192.168.60.3-60005-80-6,192.168.60.1,60005,192.168.60.3,80,6,6/7/2019 21:39,8999225,2,1,0,0,0,0,0,0,0,0,0,0,0,0.33336204,4499612.5,2121492.171,5999734,2999491,5999734,5999734,0,5999734,5999734,0,0,0,0,0,0,0,0,0,64,32,0.22224136,0.11112068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999491,0,2999491,2999491,5999734,0,5999734,5999734,DDoS
192.168.60.1-192.168.60.3-60935-80-6,192.168.60.1,60935,192.168.60.3,80,6,6/7/2019 21:39,8999819,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333340037,4499909.5,2121135.789,5999779,3000040,5999779,5999779,0,5999779,5999779,0,0,0,0,0,0,0,0,0,64,32,0.222226691,0.111113346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000040,0,3000040,3000040,5999779,0,5999779,5999779,DDoS
192.168.60.1-192.168.60.3-55577-80-6,192.168.60.1,55577,192.168.60.3,80,6,6/7/2019 21:38,8999983,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333333963,4499991.5,2120585.66,5999472,3000511,5999472,5999472,0,5999472,5999472,0,0,0,0,0,0,0,0,0,64,32,0.222222642,0.111111321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000511,0,3000511,3000511,5999472,0,5999472,5999472,DDoS
192.168.60.1-192.168.60.3-57407-80-6,192.168.60.1,57407,192.168.60.3,80,6,6/7/2019 21:38,9000160,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333327408,4500080,2121812.49,6000428,2999732,6000428,6000428,0,6000428,6000428,0,0,0,0,0,0,0,0,0,64,32,0.222218272,0.111109136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999732,0,2999732,2999732,6000428,0,6000428,6000428,DDoS
192.168.60.1-192.168.60.3-58435-80-6,192.168.60.1,58435,192.168.60.3,80,6,6/7/2019 21:38,9001292,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333285488,4500646,2121014.873,6000430,3000862,6000430,6000430,0,6000430,6000430,0,0,0,0,0,0,0,0,0,64,32,0.222190326,0.111095163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3000862,0,3000862,3000862,6000430,0,6000430,6000430,DDoS
192.168.60.1-192.168.60.3-56013-80-6,192.168.60.1,56013,192.168.60.3,80,6,6/7/2019 21:38,8999477,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333352705,4499738.5,2121268.725,5999702,2999775,5999702,5999702,0,5999702,5999702,0,0,0,0,0,0,0,0,0,64,32,0.222235137,0.111117568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999775,0,2999775,2999775,5999702,0,5999702,5999702,DDoS
192.168.60.1-192.168.60.3-57385-80-6,192.168.60.1,57385,192.168.60.3,80,6,6/7/2019 21:38,8999667,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333345667,4499833.5,2122156.851,6000425,2999242,6000425,6000425,0,6000425,6000425,0,0,0,0,0,0,0,0,0,64,32,0.222230445,0.111115222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999242,0,2999242,2999242,6000425,0,6000425,6000425,DDoS
192.168.60.1-192.168.60.3-59395-80-6,192.168.60.1,59395,192.168.60.3,80,6,6/7/2019 21:39,9000003,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333333222,4500001.5,2121536.011,6000154,2999849,6000154,6000154,0,6000154,6000154,0,0,0,0,0,0,0,0,0,64,32,0.222222148,0.111111074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999849,0,2999849,2999849,6000154,0,6000154,6000154,DDoS
192.168.60.1-192.168.60.3-55182-80-6,192.168.60.1,55182,192.168.60.3,80,6,6/7/2019 21:38,9000377,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333319371,4500188.5,2121780.67,6000514,2999863,6000514,6000514,0,6000514,6000514,0,0,0,0,0,0,0,0,0,64,32,0.222212914,0.111106457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999863,0,2999863,2999863,6000514,0,6000514,6000514,DDoS
192.168.60.1-192.168.60.3-56627-80-6,192.168.60.1,56627,192.168.60.3,80,6,6/7/2019 21:38,9000409,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333318186,4500204.5,2121625.107,6000420,2999989,6000420,6000420,0,6000420,6000420,0,0,0,0,0,0,0,0,0,64,32,0.222212124,0.111106062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999989,0,2999989,2999989,6000420,0,6000420,6000420,DDoS
192.168.60.1-192.168.60.3-57012-80-6,192.168.60.1,57012,192.168.60.3,80,6,6/7/2019 21:38,9000359,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333320038,4500179.5,2121831.582,6000541,2999818,6000541,6000541,0,6000541,6000541,0,0,0,0,0,0,0,0,0,64,32,0.222213358,0.111106679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999818,0,2999818,2999818,6000541,0,6000541,6000541,DDoS
192.168.60.1-192.168.60.3-57626-80-6,192.168.60.1,57626,192.168.60.3,80,6,6/7/2019 21:38,8999449,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333353742,4499724.5,2122409.995,6000495,2998954,6000495,6000495,0,6000495,6000495,0,0,0,0,0,0,0,0,0,64,32,0.222235828,0.111117914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2998954,0,2998954,2998954,6000495,0,6000495,6000495,DDoS
192.168.60.1-192.168.60.3-58148-80-6,192.168.60.1,58148,192.168.60.3,80,6,6/7/2019 21:38,8999924,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333336148,4499962,2122001.994,6000444,2999480,6000444,6000444,0,6000444,6000444,0,0,0,0,0,0,0,0,0,64,32,0.222224099,0.111112049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999480,0,2999480,2999480,6000444,0,6000444,6000444,DDoS
192.168.60.1-192.168.60.3-55204-80-6,192.168.60.1,55204,192.168.60.3,80,6,6/7/2019 21:38,8999291,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333359595,4499645.5,2122497.676,6000478,2998813,6000478,6000478,0,6000478,6000478,0,0,0,0,0,0,0,0,0,64,32,0.22223973,0.111119865,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2998813,0,2998813,2998813,6000478,0,6000478,6000478,DDoS
192.168.60.1-192.168.60.3-58367-80-6,192.168.60.1,58367,192.168.60.3,80,6,6/7/2019 21:38,8999278,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333360076,4499639,2121683.796,5999896,2999382,5999896,5999896,0,5999896,5999896,0,0,0,0,0,0,0,0,0,64,32,0.222240051,0.111120025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,2999382,0,2999382,2999382,5999896,0,5999896,5999896,DDoS
192.168.60.1-192.168.60.3-55864-80-6,192.168.60.1,55864,192.168.60.3,80,6,6/7/2019 21:38,9001565,2,1,0,0,0,0,0,0,0,0,0,0,0,0.33327538,4500782.5,2120840.218,6000443,3001122,6000443,6000443,0,6000443,6000443,0,0,0,0,0,0,0,0,0,64,32,0.222183587,0.111091793,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,3001122,0,3001122,3001122,6000443,0,6000443,6000443,DDoS
